Date (mm/dd/yyyy),Facility,Order received time,Order type,Pick/pack start time,Package ID,Package committed time,Zip Body,Call: Takeoff clearance,Flight ID,Flight launched time,Delivery status,Delivery time,Recovery (or flight failure) time,Mission failure (if applicable),Fulfillment off-nominal event - 1,Fulfillment off-nominal event - 2,Flight off-nominal event - 1,Flight off-nominal event - 2,Flight off-nominal event - 3,Flight off-nominal event - 4,Downtime events - 1,Downtime events - 2,Comments,UTC Date
4/28/2020,Ekye Central CHPS (Indirect) (via Ekye Health Centre),4/28/2020 08:22:45,Resupply - Medical,4/28/2020 08:27:52,17358,4/28/2020 08:30:12,552,,18688,4/28/2020 08:33:00,Nominal delivery,4/28/2020 09:23:03,4/28/2020 10:21:58,,,,,,,,,,,4/28/2020 08:22:45
4/27/2020,Larbikrom (Atiwa) CHPS (via Larbikrom HC),4/27/2020 17:57:40,Resupply - Vaccine,4/27/2020 18:11:10,17357,4/27/2020 18:13:12,542,,18670,4/27/2020 18:16:19,Mission failure after delivery,4/27/2020 18:38:05,4/27/2020 19:06:11,ROBIN_PROP_MOTOR_TEMPERATURE_OUT_OF_RANGE,,,Wait for Zip to acquire GPS fix,,,,,,,4/27/2020 17:57:40
4/27/2020,Noguchi Memorial Institute (via Noguchi),4/27/2020 17:24:34,Emergency - Sample,4/27/2020 17:24:54,17324,4/27/2020 18:55:04,250,,18655,4/27/2020 17:41:20,Nominal delivery,4/27/2020 18:25:40,4/27/2020 18:58:44,,,,COVID-19 samples,,,,,,,4/27/2020 17:24:34
4/27/2020,Teshieman CHPS (via Teshieman CHPs),4/27/2020 15:45:53,Resupply - Vaccine,4/27/2020 15:50:48,16987,4/27/2020 15:53:32,566,,18664,4/27/2020 15:56:00,Nominal delivery,4/27/2020 16:42:22,4/27/2020 17:24:37,,,,,,,,,,,4/27/2020 15:45:53
4/27/2020,Kyeremase CHPS,4/27/2020 14:15:53,Resupply - Medical,4/27/2020 14:19:03,16916,4/27/2020 14:22:56,552,,18663,4/27/2020 14:25:51,Nominal delivery,4/27/2020 15:05:51,4/27/2020 15:37:25,,,,Wait for launcher to be free,,,,,,,4/27/2020 14:15:53
4/27/2020,Kyeremase CHPS,4/27/2020 14:15:53,Resupply - Medical,4/27/2020 14:19:15,17340,4/27/2020 14:21:35,549,,18662,4/27/2020 14:23:53,Nominal delivery,4/27/2020 15:00:32,4/27/2020 15:32:13,,,,,,,,,,,4/27/2020 14:15:53
4/27/2020,Ekawso CHPS,4/27/2020 13:14:28,Resupply - Medical,4/27/2020 13:19:55,17349,4/27/2020 13:24:53,548,,18647,4/27/2020 13:27:19,Nominal delivery,4/27/2020 14:04:03,4/27/2020 14:50:08,,,,,,,,,,,4/27/2020 13:14:28
4/27/2020,Kofi Dede CHPS (Indirect) (via Danteng Health Centre),4/27/2020 13:12:01,Resupply - Medical,4/27/2020 13:23:35,16896,4/27/2020 13:27:43,538,,18660,4/27/2020 13:29:39,Nominal delivery,4/27/2020 14:15:53,4/27/2020 15:14:56,,,,,,,,,,,4/27/2020 13:12:01
4/27/2020,Awenare HC (via Awenare Health Centre),4/27/2020 13:00:32,Resupply - Medical,4/27/2020 13:15:11,17356,4/27/2020 13:17:58,542,,18661,4/27/2020 13:20:58,Nominal delivery,4/27/2020 13:43:53,4/27/2020 14:10:15,,,,,,,,,,,4/27/2020 13:00:32
4/27/2020,Asamang Tamfoe CHPS (via Asamang Tamfoe),4/27/2020 11:57:24,Resupply - Vaccine,4/27/2020 12:09:22,17333,4/27/2020 12:13:12,552,,18634,4/27/2020 12:17:52,Nominal delivery,4/27/2020 12:40:06,4/27/2020 13:16:41,,,,Swap Zip component due to exception,Power cycle Zip due to exception,,,,,,4/27/2020 11:57:24
4/27/2020,Kibi HSP (via Kibi Government Hospital),4/27/2020 11:43:02,Resupply - Vaccine,4/27/2020 11:48:04,17146,4/27/2020 11:50:23,549,,18607,4/27/2020 11:52:37,Nominal delivery,4/27/2020 12:07:05,4/27/2020 12:35:24,,,,,,,,,,,4/27/2020 11:43:02
4/27/2020,Akoase CHPS,4/27/2020 11:34:29,Resupply - Medical,4/27/2020 11:35:40,17338,4/27/2020 11:38:24,566,,18654,4/27/2020 11:41:39,Nominal delivery,4/27/2020 12:26:32,4/27/2020 13:19:34,,,,Power cycle Zip due to exception,,,,,,,4/27/2020 11:34:29
4/27/2020,Noguchi Memorial Institute (via Noguchi),4/27/2020 11:24:00,Emergency - Sample,4/27/2020 11:24:44,17360,4/27/2020 11:50:18,250,,18640,4/27/2020 11:45:46,Nominal delivery,4/27/2020 12:30:36,4/27/2020 13:03:55,,,,COVID-19 samples,,,,,,,4/27/2020 11:24:00
4/27/2020,Mosease CHPS,4/27/2020 11:17:17,Resupply - Medical,4/27/2020 11:17:57,17339,4/27/2020 11:20:51,548,,18644,4/27/2020 11:23:36,Nominal delivery,4/27/2020 11:44:57,4/27/2020 12:11:51,,,,Wait for Zip to acquire GPS fix,,,,,,Recovered with one drop Mech. door open,4/27/2020 11:17:17
4/27/2020,Noyem CHPS,4/27/2020 10:39:05,Resupply - Medical,4/27/2020 10:42:11,17147,4/27/2020 10:45:00,538,,18650,4/27/2020 10:47:40,Nominal delivery,4/27/2020 11:34:28,4/27/2020 12:32:56,,,,Wait for Zip to acquire GPS fix,,,,,,,4/27/2020 10:39:05
4/27/2020,Asuom HC,4/27/2020 09:39:39,Resupply - Vaccine,4/27/2020 09:49:19,17056,4/27/2020 09:50:53,542,,18611,4/27/2020 09:59:33,Nominal delivery,4/27/2020 10:37:39,4/27/2020 11:17:32,,,,Wait for Zip to acquire GPS fix,,,,,,,4/27/2020 09:39:39
4/27/2020,Anyinam HC (via Anyinam Health Centre),4/27/2020 09:25:54,Resupply - Vaccine,4/27/2020 09:35:34,17361,4/27/2020 09:38:15,566,,18614,4/27/2020 09:40:41,Nominal delivery,4/27/2020 10:08:01,4/27/2020 10:37:28,,,,,,,,,,,4/27/2020 09:25:54
4/27/2020,Akutuase CHPS,4/27/2020 09:14:32,Resupply - Vaccine,4/27/2020 09:20:27,17362,4/27/2020 09:27:08,549,,18633,4/27/2020 09:33:11,Nominal delivery,4/27/2020 10:10:03,4/27/2020 10:53:22,,,,Swap Zip component due to exception,Wait for Zip to acquire GPS fix,,,,,,4/27/2020 09:14:32
4/26/2020,Ekye Central CHPS (Indirect) (via Ekye Health Centre),4/26/2020 17:17:42,Emergency - Medical,4/26/2020 17:18:30,17363,4/26/2020 17:21:41,566,,18625,4/26/2020 17:33:55,Nominal delivery,4/26/2020 18:25:12,4/26/2020 19:21:09,,,,Other FlightOps off-nominal event,,,,,,Re-sending package from mission failure,4/26/2020 17:17:42
4/26/2020,Ekye Central CHPS (Indirect) (via Ekye Health Centre),4/26/2020 17:17:42,Emergency - Medical,4/26/2020 17:18:30,17363,4/26/2020 17:21:41,229,,18620,4/26/2020 17:25:37,Mission failure before delivery,,,CAN_LOCAL_FAILOVER,,,Wait for Zip to boot,Perform multiple control surface checks,,,,,,4/26/2020 17:17:42
4/26/2020,Asesewa HSP (via Asesewa Government HSP),4/26/2020 16:37:21,Resupply - Blood,4/26/2020 16:38:06,17043,4/26/2020 16:43:12,538,,18619,4/26/2020 16:45:33,Nominal delivery,4/26/2020 17:28:39,4/26/2020 18:18:16,,,,,,,,,,,4/26/2020 16:37:21
4/25/2020,Asamankese HSP (via Asamankese Government Hospital),4/25/2020 18:16:54,Resupply - Medical,4/25/2020 18:19:29,16905,4/25/2020 18:22:12,198,,18618,4/25/2020 18:25:13,Nominal delivery,4/25/2020 19:01:04,4/25/2020 19:32:43,,,,,,,,,,,4/25/2020 18:16:54
4/25/2020,Asesewa HSP (via Asesewa Government HSP),4/25/2020 13:06:03,Resupply - Blood,4/25/2020 13:07:40,16990,4/25/2020 13:16:01,542,,18577,4/25/2020 13:19:02,Nominal delivery,4/25/2020 14:01:04,4/25/2020 14:48:24,,,,Swap Zip component due to failed preflight inspection,,,,,,,4/25/2020 13:06:03
4/25/2020,Asesewa HSP (via Asesewa Government HSP),4/25/2020 12:50:11,Resupply - Blood,4/25/2020 12:56:00,16889,4/25/2020 12:59:53,229,,18604,4/25/2020 13:04:54,Nominal delivery,4/25/2020 13:46:54,4/25/2020 14:34:30,,Order products out of stock,,Other FlightOps off-nominal event,,,,,,Delay from FulOps assessing package status,4/25/2020 12:50:11
4/25/2020,Asuboi HC,4/25/2020 12:02:18,Resupply - Medical,4/25/2020 12:29:41,16918,4/25/2020 12:40:35,566,,18564,4/25/2020 12:43:39,Nominal delivery,4/25/2020 12:56:54,4/25/2020 13:11:09,,,,Perform multiple control surface checks,,,,,,,4/25/2020 12:02:18
4/25/2020,Osino HC,4/25/2020 10:56:10,Resupply - Medical,4/25/2020 12:19:24,17352,4/25/2020 12:24:05,228,,18579,4/25/2020 12:29:05,Nominal delivery,4/25/2020 12:56:40,4/25/2020 13:18:10,,,,Wait for launcher to be free,Wait for Zip to acquire GPS fix,,,,,,4/25/2020 10:56:10
4/25/2020,Osino HC,4/25/2020 10:56:10,Resupply - Medical,4/25/2020 12:18:37,16920,4/25/2020 12:22:27,549,,18601,4/25/2020 12:26:59,Nominal delivery,4/25/2020 12:51:23,4/25/2020 13:14:17,,,,Wait for launcher to be free,Wait for Zip to acquire GPS fix,,,,,,4/25/2020 10:56:10
4/25/2020,Osino HC,4/25/2020 10:56:10,Resupply - Medical,4/25/2020 12:14:25,17351,4/25/2020 12:19:11,243,,18576,4/25/2020 12:24:07,Nominal delivery,4/25/2020 12:46:08,4/25/2020 13:07:37,,,,Wait for launcher to be free,,,,,,,4/25/2020 10:56:10
4/25/2020,Osino HC,4/25/2020 10:56:10,Resupply - Medical,4/25/2020 12:15:52,16873,4/25/2020 12:17:25,207,,18600,4/25/2020 12:20:36,Nominal delivery,4/25/2020 12:40:33,4/25/2020 13:02:05,,,,Wait for Zip to acquire GPS fix,,,,,,,4/25/2020 10:56:10
4/25/2020,Osino HC,4/25/2020 10:56:10,Resupply - Medical,4/25/2020 11:27:29,17353,4/25/2020 11:30:30,198,,18599,4/25/2020 11:37:49,Nominal delivery,4/25/2020 12:09:50,4/25/2020 12:31:27,,,,Wait for launcher to be free,Wait for Zip to acquire GPS fix,,,,,,4/25/2020 10:56:10
4/25/2020,Osino HC,4/25/2020 10:56:10,Resupply - Medical,4/25/2020 11:27:09,16874,4/25/2020 11:28:31,250,,18585,4/25/2020 11:33:13,Nominal delivery,4/25/2020 12:04:27,4/25/2020 12:26:14,,,,Wait for Zip to acquire GPS fix,Wait for launcher to be free,,,,,,4/25/2020 10:56:10
4/25/2020,Osino HC,4/25/2020 10:56:10,Resupply - Medical,4/25/2020 11:22:10,17342,4/25/2020 11:26:26,538,,18573,4/25/2020 11:41:13,Nominal delivery,4/25/2020 12:15:34,4/25/2020 12:37:05,,,,Swap Zip component due to exception,Wait for launcher to be free,,,,,Sparrow propulsion power off exception,4/25/2020 10:56:10
4/25/2020,Osino HC,4/25/2020 10:56:10,Resupply - Medical,4/25/2020 11:22:58,17365,4/25/2020 11:24:23,542,,18563,4/25/2020 11:30:35,Nominal delivery,4/25/2020 11:59:28,4/25/2020 12:21:20,,,,Wait for launcher to be free,Wait for Zip to acquire GPS fix,,,,,,4/25/2020 10:56:10
4/25/2020,Osino HC,4/25/2020 10:56:10,Resupply - Medical,4/25/2020 11:14:38,17348,4/25/2020 11:18:35,548,,18572,4/25/2020 11:27:33,Nominal delivery,4/25/2020 11:55:01,4/25/2020 12:18:20,,,,Wait for launcher to be free,,,,,,,4/25/2020 10:56:10
4/25/2020,Osino HC,4/25/2020 10:56:10,Resupply - Medical,4/25/2020 11:10:41,17344,4/25/2020 11:13:45,229,,18598,4/25/2020 11:20:44,Nominal delivery,4/25/2020 11:44:40,4/25/2020 12:06:14,,,,Swap Zip component due to exception,Wait for launcher to be free,,,,,,4/25/2020 10:56:10
4/25/2020,Osino HC,4/25/2020 10:56:10,Resupply - Medical,4/25/2020 11:10:11,16915,4/25/2020 11:12:44,237,,18540,4/25/2020 11:24:48,Nominal delivery,4/25/2020 11:49:51,4/25/2020 12:11:42,,,,Wait for launcher to be free,Wait for Zip to clear exceptions (use GPS specific off-nominal if waiting for GPS),,,,,,4/25/2020 10:56:10
4/25/2020,Osino HC,4/25/2020 10:56:10,Resupply - Medical,4/25/2020 11:06:09,17347,4/25/2020 11:10:31,566,,18565,4/25/2020 11:16:45,Nominal delivery,4/25/2020 11:39:32,4/25/2020 12:01:13,,,,Wait for launcher to be free,,,,,,,4/25/2020 10:56:10
4/25/2020,Osino HC,4/25/2020 10:56:10,Resupply - Medical,4/25/2020 11:07:03,17354,4/25/2020 11:09:30,228,,18581,4/25/2020 11:14:20,Nominal delivery,4/25/2020 11:34:25,4/25/2020 11:56:03,,,,Wait for Zip to acquire GPS fix,Perform multiple control surface checks,,,,,,4/25/2020 10:56:10
4/25/2020,Osino HC,4/25/2020 10:56:10,Resupply - Medical,4/25/2020 11:01:48,17343,4/25/2020 11:05:02,549,,18571,4/25/2020 11:09:23,Nominal delivery,4/25/2020 11:29:08,4/25/2020 11:52:18,,,,Wait for Zip to acquire GPS fix,,,,,,,4/25/2020 10:56:10
4/25/2020,Mosease CHPS,4/25/2020 10:22:09,Resupply - Vaccine,4/25/2020 10:26:36,17359,4/25/2020 10:34:33,207,,18582,4/25/2020 10:37:27,Nominal delivery,4/25/2020 11:01:40,4/25/2020 11:25:37,,,,Wait for Zip to acquire GPS fix,,,,,,,4/25/2020 10:22:09
4/24/2020,Awenare HC (via Awenare Health Centre),4/24/2020 18:14:29,Resupply - Medical,4/24/2020 18:15:48,17364,4/24/2020 18:16:54,549,,18558,4/24/2020 18:21:02,Nominal delivery,4/24/2020 18:44:42,4/24/2020 19:11:02,,,,,,,,,,,4/24/2020 18:14:29
4/24/2020,,,,,siteid_763,,538,,18559,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/24/2020 16:02:06
4/24/2020,St Dominic HSP (via st_dominic_hospital),4/24/2020 14:41:59,Resupply - Blood,4/24/2020 14:49:47,17028,4/24/2020 14:51:40,542,,18472,4/24/2020 14:54:15,Nominal delivery,4/24/2020 15:32:41,4/24/2020 16:08:36,,,,,,,,,,,4/24/2020 14:41:59
4/24/2020,St Dominic HSP (via st_dominic_hospital),4/24/2020 14:41:59,Resupply - Blood,4/24/2020 14:47:00,17027,4/24/2020 14:49:02,566,,18510,4/24/2020 14:51:54,Nominal delivery,4/24/2020 15:27:34,4/24/2020 16:03:28,,,,,,,,,,,4/24/2020 14:41:59
4/24/2020,St Dominic HSP (via st_dominic_hospital),4/24/2020 14:32:42,Resupply - Blood,4/24/2020 14:34:16,16876,4/24/2020 14:34:57,243,,18536,4/24/2020 14:40:28,Nominal delivery,4/24/2020 15:18:27,4/24/2020 15:55:09,,,,Wait for launcher to be free,,,,,,,4/24/2020 14:32:42
4/24/2020,St Dominic HSP (via st_dominic_hospital),4/24/2020 14:32:42,Resupply - Blood,4/24/2020 14:32:56,16917,4/24/2020 14:33:57,237,,18544,4/24/2020 14:37:15,Nominal delivery,4/24/2020 15:13:03,4/24/2020 15:49:28,,,,Wait for launcher to be free,,,,,,,4/24/2020 14:32:42
4/24/2020,Hawa Memorial HSP (via Hawa Memorial Hospital),4/24/2020 13:36:30,Resupply - Medical,4/24/2020 13:51:51,17026,4/24/2020 13:54:15,228,,18524,4/24/2020 13:59:08,Nominal delivery,4/24/2020 14:13:54,4/24/2020 14:30:44,,,,Wait for launcher to be free,,,,,,,4/24/2020 13:36:30
4/24/2020,Hawa Memorial HSP (via Hawa Memorial Hospital),4/24/2020 13:36:30,Resupply - Medical,4/24/2020 13:47:58,16907,4/24/2020 13:50:37,237,,18490,4/24/2020 13:54:04,Nominal delivery,4/24/2020 14:08:38,4/24/2020 14:23:34,,,,Wait for Zip to clear exceptions (use GPS specific off-nominal if waiting for GPS),,,,,,,4/24/2020 13:36:30
4/24/2020,Asuboni Rails HC (via Asuboni Rails Health Centre),4/24/2020 13:35:03,Resupply - Medical,4/24/2020 13:53:27,16921,4/24/2020 13:56:19,229,,18542,4/24/2020 14:03:19,Nominal delivery,4/24/2020 14:39:25,,,,,Perform multiple control surface checks,,,,,,,4/24/2020 13:35:03
4/24/2020,Asuboni Rails HC (via Asuboni Rails Health Centre),4/24/2020 13:35:03,Resupply - Medical,4/24/2020 13:44:00,16972,4/24/2020 13:52:09,198,,18533,4/24/2020 13:56:37,Nominal delivery,4/24/2020 14:32:47,4/24/2020 15:10:44,,,,Wait for Zip to clear exceptions (use GPS specific off-nominal if waiting for GPS),,,,,,,4/24/2020 13:35:03
4/24/2020,Asuboni Rails HC (via Asuboni Rails Health Centre),4/24/2020 13:35:03,Resupply - Medical,4/24/2020 13:37:47,16891,4/24/2020 13:42:37,549,,18554,4/24/2020 14:35:05,Nominal delivery,4/24/2020 15:11:33,4/24/2020 15:52:25,,,,Wait for Zip to clear exceptions (use GPS specific off-nominal if waiting for GPS),,,,,,,4/24/2020 13:35:03
4/24/2020,Asuboni Rails HC (via Asuboni Rails Health Centre),4/24/2020 13:35:03,Resupply - Medical,4/24/2020 13:37:47,16891,4/24/2020 13:42:37,538,,18496,4/24/2020 13:48:07,Mission failure before delivery,,4/24/2020 14:27:50,NO_UBLOX_PPS_SYNC,,,Swap Zip component due to exception,,,,,,,4/24/2020 13:35:03
4/24/2020,St Dominic HSP (via st_dominic_hospital),4/24/2020 13:14:13,Resupply - Blood,4/24/2020 13:25:29,17010,4/24/2020 13:29:07,542,,18552,4/24/2020 13:33:59,Nominal delivery,4/24/2020 14:13:10,4/24/2020 14:48:42,,,,Wait for Zip to acquire GPS fix,Other FlightOps off-nominal event,,,,,Delay to launch due to delivery flag claim conflict for multiple zips to same facility,4/24/2020 13:14:13
4/24/2020,St Dominic HSP (via st_dominic_hospital),4/24/2020 13:14:13,Resupply - Blood,4/24/2020 13:20:42,17032,4/24/2020 13:25:17,548,,18550,4/24/2020 13:30:41,Nominal delivery,4/24/2020 14:14:34,4/24/2020 14:43:21,,,,Other FlightOps off-nominal event,,,,,,Delay to launch due to delivery flag claim conflict for multiple zips to same facility,4/24/2020 13:14:13
4/24/2020,St Dominic HSP (via st_dominic_hospital),4/24/2020 13:14:13,Resupply - Blood,4/24/2020 13:22:39,16964,4/24/2020 13:24:34,566,,18485,4/24/2020 13:27:23,Nominal delivery,4/24/2020 14:02:56,4/24/2020 14:38:22,,,,,,,,,,,4/24/2020 13:14:13
4/24/2020,Noguchi Memorial Institute (via Noguchi),4/24/2020 13:10:58,Emergency - Sample,4/24/2020 13:13:45,16919,4/24/2020 13:41:22,207,,18539,4/24/2020 13:42:06,Mission failure after delivery,4/24/2020 14:25:10,4/24/2020 14:57:52,UNI_ITC_UART_DATA_CONNECTION_UNRELIABLE,COVID-19 samples,,COVID-19 samples,,,,,,,4/24/2020 13:10:58
4/24/2020,Pankese CHPS,4/24/2020 12:11:28,Resupply - Medical,4/24/2020 12:26:22,16962,4/24/2020 12:28:19,549,,18549,4/24/2020 12:31:10,Nominal delivery,4/24/2020 13:18:35,4/24/2020 14:10:11,,,,,,,,,,,4/24/2020 12:11:28
4/24/2020,Kukurantumi CHPS,4/24/2020 11:04:53,Resupply - Vaccine,4/24/2020 11:17:02,16963,4/24/2020 11:18:52,538,,18548,4/24/2020 11:21:25,Nominal delivery,4/24/2020 11:33:51,4/24/2020 11:46:48,,,,,,,,,,,4/24/2020 11:04:53
4/24/2020,Akyem Pameng CHPS,4/24/2020 10:37:00,Resupply - Medical,4/24/2020 10:41:19,16961,4/24/2020 10:43:27,549,,18547,4/24/2020 10:46:17,Nominal delivery,4/24/2020 11:08:46,4/24/2020 11:32:16,,,,Wait for Zip to clear exceptions (use GPS specific off-nominal if waiting for GPS),,,,,,,4/24/2020 10:37:00
4/24/2020,Old Ntronang CHPS,4/24/2020 09:45:54,Resupply - Vaccine,4/24/2020 09:54:18,16894,4/24/2020 09:55:45,566,,18546,4/24/2020 09:58:08,Nominal delivery,4/24/2020 10:39:25,4/24/2020 11:19:26,,,,,,,,,,,4/24/2020 09:45:54
4/24/2020,Old Tafo CHPS,4/24/2020 09:01:07,Resupply - Vaccine,4/24/2020 09:08:08,16890,4/24/2020 09:15:31,548,,18535,4/24/2020 09:19:04,Nominal delivery,4/24/2020 09:31:40,4/24/2020 09:46:53,,,,Wait for Zip to acquire GPS fix,,,,,,,4/24/2020 09:01:07
4/24/2020,Bomsu CHPS,4/24/2020 08:55:58,Resupply - Vaccine,4/24/2020 08:58:18,17029,4/24/2020 09:04:05,542,,18509,4/24/2020 09:08:06,Nominal delivery,4/24/2020 09:42:52,4/24/2020 10:17:34,,,,,,,,,,,4/24/2020 08:55:58
4/24/2020,,,,,siteid_27,,566,,18507,4/24/2020 08:56:47,Nominal delivery,,4/24/2020 08:59:29,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/24/2020 08:54:37
4/24/2020,Anyinam HC (via Anyinam Health Centre),4/24/2020 07:38:41,Emergency - Vaccine,4/24/2020 07:52:01,16884,4/24/2020 07:55:48,538,,18521,4/24/2020 07:58:37,Nominal delivery,4/24/2020 08:27:08,4/24/2020 08:55:41,,,,,,,,,,,4/24/2020 07:38:41
4/24/2020,,,,,siteid_674,,549,,18522,4/24/2020 07:37:49,Nominal delivery,,4/24/2020 07:40:32,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/24/2020 07:35:28
4/23/2020,,,,,siteid_146,,202,,18512,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/23/2020 19:08:19
4/23/2020,,,,,siteid_685,,187,,18478,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/23/2020 18:22:14
4/23/2020,,,,,siteid_146,,202,,18511,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/23/2020 18:04:05
4/23/2020,Noguchi Memorial Institute (via Noguchi),4/23/2020 16:14:05,Emergency - Sample,4/23/2020 16:15:14,16974,4/23/2020 16:41:23,207,,18488,4/23/2020 16:53:26,Nominal delivery,4/23/2020 17:39:22,4/23/2020 18:13:40,,,,COVID-19 samples,,,,,,,4/23/2020 16:14:05
4/23/2020,,,,,siteid_674,,202,,18503,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/23/2020 15:20:19
4/23/2020,Anweabeng CHPS,4/23/2020 14:28:17,Resupply - Medical,4/23/2020 17:31:11,17081,4/23/2020 17:32:25,538,,18508,4/23/2020 17:35:15,Nominal delivery,4/23/2020 18:04:22,4/23/2020 18:37:41,,,,,,,,,,,4/23/2020 14:28:17
4/23/2020,Anweabeng CHPS,4/23/2020 14:28:17,Resupply - Medical,4/23/2020 17:24:38,16988,4/23/2020 17:27:57,566,,18505,4/23/2020 17:30:47,Nominal delivery,4/23/2020 17:59:58,4/23/2020 18:35:18,,,,,,,,,,,4/23/2020 14:28:17
4/23/2020,Hawa Memorial HSP (via Hawa Memorial Hospital),4/23/2020 14:16:09,Emergency - Medical,4/23/2020 14:17:32,17045,4/23/2020 14:21:37,538,,18504,4/23/2020 14:25:09,Nominal delivery,4/23/2020 14:38:48,4/23/2020 14:55:04,,,,Issue with magic wand / iPhone,,,,,,,4/23/2020 14:16:09
4/23/2020,,,,,siteid_146,,542,,18499,,Nominal delivery,,,,,,,,,,Software > Software release,Weather > Wind at Nest,,4/23/2020 13:51:41
4/23/2020,Breman CHPS,4/23/2020 12:17:35,Resupply - Vaccine,4/23/2020 12:30:22,17080,4/23/2020 12:34:42,548,,18495,4/23/2020 12:37:23,Nominal delivery,4/23/2020 13:13:47,4/23/2020 13:42:59,,,,Wait for Zip to acquire GPS fix,,,,,,,4/23/2020 12:17:35
4/23/2020,Breman CHPS,4/23/2020 12:17:35,Resupply - Vaccine,4/23/2020 12:25:45,16906,4/23/2020 12:27:36,559,,18500,4/23/2020 12:32:08,Nominal delivery,4/23/2020 13:07:58,4/23/2020 13:37:41,,,,Fulfillment system issue,,,,,,,4/23/2020 12:17:35
4/23/2020,Kofi Dede CHPS (Indirect) (via Danteng Health Centre),4/23/2020 11:40:06,Resupply - Vaccine,4/23/2020 11:56:56,17018,4/23/2020 12:06:11,554,,18497,4/23/2020 12:09:12,Nominal delivery,4/23/2020 12:56:44,4/23/2020 13:54:23,,,,Perform multiple control surface checks,,,,,,,4/23/2020 11:40:06
4/23/2020,Kofi Dede CHPS (Indirect) (via Danteng Health Centre),4/23/2020 11:40:06,Resupply - Vaccine,4/23/2020 11:50:56,16912,4/23/2020 11:55:03,566,,18498,4/23/2020 11:57:32,Nominal delivery,4/23/2020 12:46:12,4/23/2020 13:45:31,,,,,,,,,,,4/23/2020 11:40:06
4/23/2020,Bunso HC,4/23/2020 09:36:44,Resupply - Vaccine,4/23/2020 09:43:43,16967,4/23/2020 09:47:48,538,,18483,4/23/2020 09:50:21,Nominal delivery,4/23/2020 10:05:27,4/23/2020 10:22:29,,,,Wait for Zip to acquire GPS fix,,,,,,,4/23/2020 09:36:44
4/23/2020,Asikam CHPS,4/23/2020 09:30:17,Resupply - Medical,4/23/2020 09:31:17,17039,4/23/2020 09:35:05,542,,18479,4/23/2020 09:37:06,Nominal delivery,4/23/2020 09:53:19,4/23/2020 10:10:21,,,,,,,,,,,4/23/2020 09:30:17
4/23/2020,Noguchi Memorial Institute (via Noguchi),4/23/2020 09:18:50,Emergency - Sample,4/23/2020 09:19:13,16911,4/23/2020 11:07:44,250,,18492,4/23/2020 11:06:12,Nominal delivery,4/23/2020 11:50:36,4/23/2020 12:25:18,,,,COVID-19 samples,,,,,,,4/23/2020 09:18:50
4/23/2020,Akorabo HC,4/23/2020 09:07:42,Resupply - Vaccine,4/23/2020 09:21:05,17036,4/23/2020 09:23:12,559,,18477,4/23/2020 09:26:09,Nominal delivery,4/23/2020 09:37:21,4/23/2020 09:48:01,,,,,,,,,,,4/23/2020 09:07:42
4/23/2020,Hawa Memorial HSP (via Hawa Memorial Hospital),4/23/2020 09:06:12,Resupply - Vaccine,4/23/2020 09:10:49,17019,4/23/2020 09:17:34,554,,18494,4/23/2020 09:20:24,Nominal delivery,4/23/2020 09:35:23,4/23/2020 09:50:49,,,,Wait for Zip to acquire GPS fix,,,,,,,4/23/2020 09:06:12
